Gender,Domicile,DegreeTitle,MatricMarks,MatricMaxMarks,MetricBoardName,InterDegreeTitle,InterMarks,InterMaxMarks,InterSubjects,InterBoard,NtsMarks,Session,Year,hum100,csc101,mth100,mth101,phy121,hum110,hum114,csc102,eee241,csc110,mth104,csc211,csc103,csc241,hum102,mth105,hum103,bio231,hum111,eee121,cse291,mth231,mgt101,csc322,mth262,cse304,csc339,cse305,cse303,csc371,csc291,csc336,csc301,csc462,csc141,bio130,bio111,bio132,mth242,phy120,csc356,cse302,cse494,cse333,csc461,cse350,csc303,cse356,csc475,cse455,cse498,csc412,csc441,eee440,csc350,csc321,csc454,csc483,csc498,csc312,csc354,csc496,mgt403,bio310,cse354,cse499,hum430,hum220,cse483,env230,hum434,csc402,csc499,mgt131,csc455,phy100,phy229,csc471,csc112,csc221,mgt350,eee231,csc494,csc444,hum320,csc478,cse299,csc479,csc448,csc271,mth467,cse355,csc456,csc253,mth375,bsc208,csc201,csc330,csc445,csc447,csc314,csc392,csc443,csc332,csc536,csc304,csc581,csc348,csc571,hum431,csc328,hum432,csc334,csc353,cse330,csd201,csd205,csd204,eee119,csd203,csd200,csd102,csd100,csd101,csd202,gpa_sem_1,gpa_sem_2,gpa_sem_3,gpa_sem_4,gpa_sem_5,gpa_sem_6,gpa_sem_7,gpa_sem_8,gpa_sem_9,gpa_sem_10,gpa_sem_11,gpa_sem_12,newRegNo,Program,LG,CGPA,null_row_count,real_merit,session_ordered,dropout,board_clean,reduced_boards,matric%,inter%,inter_sbuject_clean,boards_cat,inter_sbuject_cat,Gender_cat,Program_cat,gpa_sem_1_cat
Male,Punjab,Matric,770,1050,"FBISE, Islamabad",FSC,791,1100,Pre Engineering,"bise, rawalpindi",68,FA15,2015,2.98,,,,,2.98,,2.61,,3.08,2.98,,2.98,2.61,2.61,2.61,3.08,,2.61,2.98,,2.13,3.08,3,2.63,2.83,3,2.13,3,,3.08,3,,,,,,,,,,2.63,,,,,,,,,,,,3,,,,,,,,,2.88,,,2.88,2.88,,,,,,,,,,,,3.08,2.13,3,2.61,2.83,2.63,2.83,,2.63,,2.83,3.08,2.88,2.83,2.63,2.83,,,,2.13,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,2.98,2.61,3.08,2.13,3,2.63,2.83,2.88,,,,,ciit/fa15-bse-3551/isb,bse,,2.83,96,70.0969697,3,,bise rawalpindi,punjab boards,0.733333333,0.719090909,preeng,27,2,1,0,3
Male,Punjab,Matric,921,1050,"BISE, Rawalpindi",A-Level,0,1100,Pre Engineering,cambridge board,0,FA15,2015,3.05,,,,,3.05,,2.23,,3,3.05,,3.05,2.23,2.23,2.23,3,,2.23,3.05,,2.35,3,2.29,2.35,2.32,2.29,2.35,2.29,,3,2.29,,,,,,,,,,2.37,,,,,,,,,,,,2.29,,,,,,,,,3.08,,,2.32,3.08,,,,,,,,,,,,3,2.35,2.29,2.23,2.32,2.37,2.32,,2.37,,2.32,3,3.08,2.32,2.37,2.32,,,,2.35,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,3.05,2.23,3,2.35,2.29,2.37,2.32,3.08,,,,,ciit/fa15-bse-2256/isb,bse,,2.62,96,8.771428571,3,,cambridge,international boards,0.877142857,0,preeng,31,2,1,0,4
Male,Punjab,Matric,857,1050,FBISE ISLAMABAD,FSC,818,1100,Pre Engineering,fbise islamabad,59,FA15,2014,3.14,,,,,3.14,,2.46,,2.82,3.14,,3.14,2.46,2.46,2.46,2.82,,2.46,3.14,,2.43,2.82,2.63,2.43,2.6,2.63,2.43,2.63,,2.82,2.63,,,,,,,,,,2.66,,,,,,,,,,,,2.63,,,,,,,,,3.26,,,2.6,3.26,,,,,,,,,,,,2.82,2.43,2.63,2.46,2.6,2.66,2.6,,2.66,,2.6,2.82,3.26,2.6,2.66,2.6,,,,2.43,2.66,,,,,,,,,,,,,,,,,,,,,,,,,,,3.14,2.46,2.82,2.43,2.63,2.66,2.6,3.26,,,,,ciit/fa15-bse-547/isb,bse,,2.73,96,67.40735931,3,,fbise,federal board,0.816190476,0.743636364,preeng,30,2,1,0,4
Female,Islamabad Capital Territory,Matric,888,1050,"FBISE, Islamabad",FSC,420,550,Pre Engineering,"fbise, islamabad",64,FA15,2015,2.84,,,,,2.84,,2.61,,2.74,2.84,,2.84,2.61,2.61,2.61,2.74,,2.61,2.84,,2.43,2.74,2.94,2.43,2.55,2.94,2.43,2.94,,2.74,2.94,,,,,,,,,,3.02,,,,,,,,,,,,2.94,,,,,,,,,3.82,,,3.82,3.82,,,,,,,,,,,,2.74,2.43,2.94,2.61,2.55,3.02,2.55,,3.02,,2.55,2.74,3.82,2.55,3.02,2.55,,,,2.43,3.02,,,,,,,,,,,,,,,,,,,,,,,,,,,2.84,2.61,2.74,2.43,2.94,3.02,2.55,3.82,,,,,ciit/fa15-bse-3483/isb,bse,,2.84,128,71.0025974,3,,fbise,federal board,0.845714286,0.763636364,preeng,30,2,0,0,3
Female,Punjab,Matric,872,1050,"FBISE, Islamabad",FSC,428,550,Computer Science,"fbise, islamabad",66,FA15,2015,3.05,,,,,3.05,,2.09,,3.05,3.05,,3.05,2.09,2.09,2.09,3.05,,2.35,3.05,,2.35,3.05,2.35,2.35,2.45,2.35,2.35,2.35,,3.05,2.35,,,,,,,,,,2.23,,,,,,,,,,,,2.23,,,,,,,,,2.92,,,2.45,2.92,,,,,,,,,,,,3.05,2.35,2.35,2.09,2.45,2.23,2.45,,2.23,,2.45,3.05,2.92,2.45,2.23,2.45,,,,2.35,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,3.05,2.09,3.05,2.35,2.35,2.23,2.45,2.92,,,,,ciit/fa15-bse-1039/isb,bse,,2.65,96,72.43203463,3,,fbise,federal board,0.83047619,0.778181818,cs,30,0,0,0,4
Female,Punjab,Matric,956,1050,"BISE, Rawalpindi",FSC,452,550,Pre Engineering,"fbise, islamabad",83,FA15,2015,3.61,,,,,3.61,,3.75,,3.9,3.61,,3.61,3.75,3.75,3.75,3.9,,3.75,3.61,,3.52,3.9,3.76,3.52,3.83,3.76,3.52,3.76,,3.9,3.76,,,,,,,,,,3.74,,,,,,,,,,,,3.76,,,,,,,,,4,,,3.83,4,,,,,,,,,,,,3.9,3.52,3.76,3.75,3.83,3.74,3.83,,3.74,,3.83,3.9,4,3.83,3.74,3.83,,,,3.52,3.74,,,,,,,,,,,,,,,,,,,,,,,,,,,3.61,3.75,3.9,3.52,3.76,3.74,3.83,4,,,,,ciit/fa15-bse-1641/isb,bse,,3.76,111,83.47748918,3,,fbise,federal board,0.91047619,0.821818182,preeng,30,2,0,0,5
Female,Punjab,Matric,861,1050,"BISE, Rawalpindi",FSC,425,550,Computer Science,"fbise, islamabad",63,FA15,2015,2.95,,,,,2.95,,2.51,,3.03,2.95,,2.95,2.51,2.51,2.51,3.03,,2.51,2.95,,2.24,3.03,2.28,2.24,1.48,2.28,2.24,2.28,,3.03,2.28,,,,,,,,,,2.28,,,,,,,,,,,,2.28,,,,,,,,,2.43,,,2.43,2.43,,,,,,,,,,,,3.03,2.24,2.28,2.51,1.48,2.28,2.43,,2.28,,1.48,3.03,2.43,1.48,2.28,1.48,,,,2.24,2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,2.95,2.51,3.03,2.24,2.28,2.28,1.48,2.43,,,,,ciit/fa15-bse-3353/isb,bse,,2.48,132,70.60909091,3,,fbise,federal board,0.82,0.772727273,cs,30,0,0,0,3
Male,Khyber Pakhtoonkhawa,Matric,951,1050,"BISE, Peshawar",FSC,434,550,Pre Engineering,"bise, peshawar",70,FA15,2015,3.12,,,,,3.12,,2.79,,3.33,3.12,,3.12,2.79,2.79,2.79,3.33,,2.79,3.12,,3.15,3.33,3.02,3.15,3,3.02,3.15,3.02,,3.33,3.02,,,,,,,,,,3.38,,,,,,,,,,,,3.02,,,,,,,,,3.52,,,3.52,3.52,,,,,,,,,,,,3.33,3.15,3.02,2.79,3,3.38,3,,3.38,,3,3.33,3.52,3,3.38,3,,,,3.15,3.38,,,,,,,,,,,,,,,,,,,,,,,,,,,3.12,2.79,3.33,3.15,3.02,3.38,3,3.52,,,,,ciit/fa15-bse-3114/isb,bse,,3.15,96,75.62077922,3,,bise peshawar,kpk boards,0.905714286,0.789090909,preeng,14,2,1,0,4
Male,Punjab,Matric,960,1050,"BISE, Gujranwala",FSC,466,550,Computer Science,"bise, lahore",70,FA15,2015,0,,,,,0,,,,,0,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,ciit/fa15-bse-3626/isb,bse,,0,96,78.03376623,3,,bise lahore,punjab boards,0.914285714,0.847272727,cs,25,0,1,0,0
Male,Punjab,Matric,905,1050,"BISE, Gujranwala",FSC,454,550,Computer Science,"bise, gujranwala",56,FA15,2015,3.68,,,,,3.68,,3.11,,3.49,3.68,,3.68,3.11,3.11,3.11,3.49,,3.11,3.68,,3.06,3.49,3.4,3.06,3.17,3.4,3.06,3.4,,3.49,3.4,,,,,,,,,,3.46,,,,,,,,,,,,3.4,,,,,,,,,3.74,,,3.17,3.74,,,,,,,,,,,,3.49,3.06,3.4,3.11,3.17,3.46,3.17,,3.46,,3.17,3.49,3.74,3.17,3.46,3.17,,,,3.06,3.46,,,,,,,,,,,,,,,,,,,,,,,,,,,3.68,3.11,3.49,3.06,3.4,3.46,3.17,3.74,,,,,ciit/fa15-bse-1867/isb,bse,,3.38,96,69.63722944,3,,bise gujranwala,punjab boards,0.861904762,0.825454545,cs,24,0,1,0,5
Male,Punjab,Matric,825,1050,"BISE, Gujranwala",FSC,392,550,Pre Engineering,"bise, gujranwala",0,FA15,2014,2.85,,,,,2.85,,2.65,,3.41,2.85,,2.85,2.65,2.65,2.65,3.41,,2.65,2.85,,0,3.41,,0,,,0,,,3.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.41,0,,2.65,,,,,,,,3.41,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.85,2.65,3.41,0,,,,,,,,,ciit/fa15-bse-2388/isb,bse,,2.29,95,36.36623377,3,,bise gujranwala,punjab boards,0.785714286,0.712727273,preeng,24,2,1,0,3
Male,Punjab,Matric,929,1050,"FBISE, Islamabad",FSC,409,550,Pre Engineering,"fbise, islamabad",72,FA15,2015,2.59,,,,,2.59,,2.81,,3.36,2.81,,2.59,2.81,2.81,2.4,3.36,,2.81,2.59,,2.4,3.36,2.68,2.4,2.52,2.68,2.4,2.68,,3.36,2.68,,,,,,,,,,2.95,,,,,,,,,,,,2.68,,,,,,,,,3.32,,,3.32,3.32,,,,,,,,,,,,3.36,2.4,2.68,2.81,2.52,2.95,2.52,,2.95,,2.52,3.36,3.32,2.52,2.95,2.52,,,,2.4,2.95,,,,,,,,,,,,,,,,,,,,,,,,,,,2.59,2.81,3.36,2.4,2.68,2.95,2.52,3.32,,,,,ciit/fa15-bse-3235/isb,bse,,2.91,96,74.59307359,3,,fbise,federal board,0.884761905,0.743636364,preeng,30,2,1,0,2
Male,,,,,,,,,,,,FA15,,2.88,,,,,2.88,,2.17,,2.75,2.88,,2.88,2.17,2.17,2.17,2.75,,2.17,2.88,,2.78,2.75,3.11,2.78,2.82,3.11,2.78,3.27,,2.75,3.11,,,,,,,,,,2.84,,,,,,,,,,,,3.11,,,,,,,,,3.27,,,2.82,3.27,,,,,,,,,,,,2.75,2.78,3.11,2.17,2.82,2.84,2.82,,2.84,,2.82,2.75,3.27,2.82,2.84,2.82,,,,2.78,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,2.88,2.17,2.75,2.78,3.11,2.84,2.82,3.27,,,,,ciit/fa15-bse-4/isb,bse,,2.86,123,,3,,,,,,,,,1,0,3
Male,Punjab,Matric,871,1050,"BISE, Gujranwala",FSC,400,550,Pre Engineering,"bise, gujranwala",64,FA15,2015,3.22,,,,,3.22,,,,,3.22,,3.22,,,,,,,3.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.22,,,,,,,,,,,,ciit/fa15-bse-2531/isb,bse,,3.22,96,69.38614719,3,,bise gujranwala,punjab boards,0.82952381,0.727272727,preeng,24,2,1,0,4
Female,Punjab,Matric,883,1050,"FBISE, Islamabad",FSC,415,550,Computer Science,"fbise, islamabad",65,FA15,2015,3.19,,,,,3.19,,2.97,,3.09,3.19,,3.19,2.97,2.97,2.97,3.09,,2.97,3.19,,2.82,3.09,2.78,2.82,2.73,2.78,2.82,2.78,,3.09,2.78,,,,,,,,,,2.33,,,,,,,,,,,,2.33,,,,,,,,,3.22,,,2.73,3.22,,,,,,,,,,,,3.09,2.82,2.78,2.97,2.73,2.33,2.73,,2.33,,2.73,3.09,3.22,2.73,2.33,2.73,,,,2.82,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,3.19,2.97,3.09,2.82,2.78,2.33,2.73,3.22,,,,,ciit/fa15-bse-1476/isb,bse,,2.89,96,71.09134199,3,,fbise,federal board,0.840952381,0.754545455,cs,30,0,0,0,4
Female,Islamabad Capital Territory,O-Level,726,900,Cambridge Board,FSC,383,550,Pre Engineering,"fbise, islamabad",71,FA15,2015,2.59,,,,,2.59,,2.54,,3.27,2.54,,2.59,2.54,2.54,2.48,3.27,,2.54,2.59,,1.97,3.27,2.97,1.97,2.9,2.97,1.97,2.97,,3.27,2.97,,,,,,,,,,2.48,,,,,,,,,,,,2.97,,,,,,,,,3.28,,,2.9,3.28,,,,,,,,,,,,3.27,1.97,2.97,2.54,2.9,2.48,2.9,,2.48,,2.9,3.27,3.28,2.9,2.48,2.9,,,,1.97,2.48,,,,,,,,,,,,,,,,,,,,,,,,,,,2.59,2.54,3.27,1.97,2.97,2.48,2.9,3.28,,,,,ciit/fa15-bse-3659/isb,bse,,2.92,134,71.42121212,3,,fbise,federal board,0.806666667,0.696363636,preeng,30,2,0,0,2
Female,Punjab,Matric,954,1050,"BISE, Rawalpindi",FSC,466,550,Computer Science,"fbise, islamabad",65,FA15,2015,3.71,,,,,3.71,,3.73,,3.81,3.71,,3.71,3.73,3.73,3.73,3.81,,3.73,3.71,,3.88,3.81,3.78,3.88,3.73,3.78,3.88,3.78,,3.81,3.78,,,,,,,,,,3.94,,,,,,,,,,,,3.78,,,,,,,,,3.72,,,3.73,3.72,,,,,,,,,,,,3.81,3.88,3.78,3.73,3.73,3.94,3.73,,3.94,,3.73,3.81,3.72,3.73,3.94,3.73,,,,3.88,3.94,,,,,,,,,,,,,,,,,,,,,,,,,,,3.71,3.73,3.81,3.88,3.78,3.94,3.73,3.72,,,,,ciit/fa15-bse-3112/isb,bse,,3.78,134,75.47662338,3,,fbise,federal board,0.908571429,0.847272727,cs,30,0,0,0,6
Male,AJK,Matric,807,1050,"BISE, AJK",FSC,395,550,Computer Science,"bise, rawalpindi",0,FA15,2014,2.93,,,,,2.93,,2.82,,3.1,2.93,,2.93,2.82,2.82,2.82,3.1,,2.82,2.93,,3.45,3.1,2.87,3.45,2.97,2.87,3.45,2.87,,3.1,2.87,,,,,,,,,,2.86,,,,,,,,,,,,2.87,,,,,,,,,3,,,2.97,3,,,,,,,,,,,,3.1,3.45,2.87,2.82,2.97,2.86,2.97,,2.86,,2.97,3.1,3,2.97,2.86,2.97,,,,3.45,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,2.93,2.82,3.1,3.45,2.87,2.86,2.97,3,,,,,ciit/fa15-bse-3299/isb,bse,,3,96,36.41298701,3,,bise rawalpindi,punjab boards,0.768571429,0.718181818,cs,27,0,1,0,3
Male,Punjab,Matric,800,1050,"BISE, Rawalpindi",FSC,383,550,Computer Science,"bise, rawalpindi",64,FA15,2015,2.81,,,,,2.81,,2.38,,2.96,2.81,,2.81,2.38,2.38,2.38,2.96,,2.38,2.81,,2.4,2.96,2.79,2.4,2.82,2.79,2.4,2.79,,2.96,2.79,,,,,,,,,,3.26,,,,,,,,,,,,2.79,,,,,,,,,2.94,,,2.82,2.94,,,,,,,,,,,,2.96,2.4,2.79,2.38,2.82,3.26,2.82,,3.26,,2.82,2.96,2.94,2.82,3.26,2.82,,,,2.4,3.26,,,,,,,,,,,,,,,,,,,,,,,,,,,2.81,2.38,2.96,2.4,2.79,3.26,2.82,2.94,,,,,ciit/fa15-bse-1502/isb,bse,,2.78,134,67.47359307,3,,bise rawalpindi,punjab boards,0.761904762,0.696363636,cs,27,0,1,0,3
Male,Khyber Pakhtoonkhawa,Matric,906,1050,"FBISE, Islamabad",FSC,758,1100,Pre Engineering,"fbise, islamabad",68,FA15,2015,2.91,,,,,2.91,,0,,,2.91,,2.91,0,0,0,,,0,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.91,0,,,,,,,,,,,ciit/fa15-bse-795/isb,bse,,1.34,122,70.19220779,3,,fbise,federal board,0.862857143,0.689090909,preeng,30,2,1,0,3
Female,Khyber Pakhtoonkhawa,Matric,812,1050,"FBISE, Islamabad",FSC,409,550,Pre Engineering,"fbise, islamabad",63,FA15,2015,3.16,,,,,3.16,,2.29,,2.54,3.16,,3.16,2.29,2.29,2.29,2.62,,2.29,3.16,,2.62,2.54,2.27,2.62,2.27,2.27,2.62,2.27,,2.54,2.27,,,,,,,,,,3,,,,,,,,,,,,2.27,,,,,,,,,3.22,,,2.27,3.22,,,,,,,,,,,,2.54,2.62,2.27,2.54,2.27,3,2.27,,3,,2.27,2.54,3.22,2.27,3,2.27,,,,2.62,3,,,,,,,,,,,,,,,,,,,,,,,,,,,3.16,2.29,2.54,2.62,2.27,3,2.27,3.22,,,,,ciit/fa15-bse-2639/isb,bse,,2.67,96,68.97878788,3,,fbise,federal board,0.773333333,0.743636364,preeng,30,2,0,0,4
Male,,,,,,,,,,,,FA15,,3.45,,,,,3.45,,3.61,,3.38,3.45,,3.45,3.61,3.61,3.61,3.38,,3.61,3.45,,2.94,3.38,3.09,3,3.18,3.09,2.94,3.09,,3.38,3.09,,,,,,,,,,3,,,,,,,,,,,,3.09,,,,,,,,,3.12,,,3.18,3.12,,,,,,,,,,,,3.38,2.94,3.09,3.61,3.18,3,3.18,,3,,3.18,3.38,3.12,3.18,3,3.18,,,,2.94,3,,,,,,,,,,,,,,,,,,,,,,,,,,,3.45,3.61,3.38,2.94,3.09,3,3.18,3.12,,,,,ciit/fa15-bse-225/isb,bse,,3.25,111,,3,,,,,,,,,1,0,5
Male,Punjab,Matric,793,1050,"BISE, Gujranwala",FSC,363,550,Computer Science,"bise, gujranwala",68,FA15,2015,1.65,,,,,1.65,,,,,1.65,,1.65,1.34,,,,,1.34,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65,1.34,,,,,,,,,,,ciit/fa15-bse-1964/isb,bse,,1.95,96,67.95238095,3,1,bise gujranwala,punjab boards,0.755238095,0.66,cs,24,0,1,0,0
Male,Punjab,Matric,911,1050,"BISE, Gujranwala",FSC,320,550,Pre Engineering,"bise, gujranwala",75,FA15,2015,2.32,,,,,2.32,,1.74,,2.22,2.32,,2.32,1.74,1.74,1.76,2.89,,1.74,2.32,,1.76,2.22,2.21,1.76,1.62,2.21,1.76,2.21,,2.22,2.21,,,,,,,,,,1.94,,,,,,,,,,,,2.21,,,,,,,,,2.89,,,1.62,2.89,,,,,,,,,,,,2.22,1.76,2.21,1.74,1.62,1.94,2.89,,1.94,,1.62,2.22,2.89,1.62,1.94,1.62,,,,1.76,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,2.32,1.74,2.22,1.76,2.21,1.94,1.62,2.89,,,,,ciit/fa15-bse-2436/isb,bse,,2.37,96,69.44891775,3,,bise gujranwala,punjab boards,0.867619048,0.581818182,preeng,24,2,1,0,1
Female,Islamabad Capital Territory,Matric,961,1050,"FBISE, Islamabad",FSC,785,1100,Pre Engineering,"fbise, islamabad",69,FA15,2015,2.25,,,,,2.25,,2.21,,2.29,2.25,,2.25,2.21,2.21,2.27,2.29,,2.21,2.25,,3.53,2.29,2.07,1.37,2.27,2.07,1.37,2.07,,2.29,2.07,,,,,,,,,,2.29,,,,,,,,,,,,2.29,,,,,,,,,3.53,,,3.53,3.53,,,,,,,,,,,,2.29,2.07,2.07,2.21,2.27,2.29,3.53,,2.29,,2.27,2.29,3.53,2.27,2.29,2.27,,,,1.37,2.29,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,2.21,2.29,1.37,2.07,2.29,2.27,3.53,,,,,ciit/fa15-bse-21/isb,bse,,2.55,96,72.1978355,3,,fbise,federal board,0.915238095,0.713636364,preeng,30,2,0,0,1
Male,Punjab,Matric,891,1050,"BISE, Rawalpindi",FSC,394,550,Pre Engineering,"bise, rawalpindi",63,FA15,2015,2.52,,,,,2.52,,2.35,,2.43,2.52,,2.52,2.35,2.35,2.35,2.43,,2.35,2.52,,2.61,2.43,2.88,2.61,2.27,2.88,2.61,2.88,,2.43,2.88,,,,,,,,,,3.12,,,,,,,,,,,,2.88,,,,,,,,,3.67,,,2.7,3.67,,,,,,,,,,,,2.43,2.61,2.88,2.35,2.27,3.12,2.27,,3.12,,2.27,2.43,3.67,2.27,3.12,2.27,,,,2.61,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,2.52,2.35,2.43,2.61,2.88,3.12,2.27,3.67,2.7,,,,ciit/fa15-bse-2897/isb,bse,,2.65,96,68.64025974,3,,bise rawalpindi,punjab boards,0.848571429,0.716363636,preeng,27,2,1,0,2
Male,Khyber Pakhtoonkhawa,Matric,775,1050,"FBISE, Islamabad",FSC,351,550,Pre Engineering,"fbise, islamabad",67,FA15,2015,1.55,,,,,1.55,,0.76,,1.6,1.8,,1.8,0.76,0.76,2.2,1.6,,1.8,1.8,,2.07,1.6,1.76,0.89,1.76,2.07,0.89,2.84,,1.6,2.38,,2.84,,,,,2.38,,,2.38,,,,,,,,,,,,1.76,,,,,,,,,2.84,,3.3,2.38,2.84,,,,,,,,,,,,1.6,0.89,0.89,2.2,1.76,2.38,1.76,,2.38,,1.76,1.6,2.84,1.76,2.38,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55,1.8,0.76,2.2,1.6,0.89,2.07,1.76,2.38,2.84,3.3,,ciit/fa15-bse-3389/isb,bse,,2.22,96,66.40822511,3,,fbise,federal board,0.738095238,0.638181818,preeng,30,2,1,0,0
Male,Punjab,Matric,858,1050,"BISE, Rawalpindi",FSC,388,550,Computer Science,"fbise, islamabad",64,FA15,2015,3.81,,,,,3.81,,3.59,,3.64,3.81,,3.81,3.59,3.59,3.59,3.64,,3.59,3.81,,3.7,3.64,3.75,3.7,3.54,3.75,3.7,3.75,,3.64,3.75,,,,,,,,,,3.8,,,,,,,,,,,,3.75,,,,,,,,,3.95,,,3.95,3.95,,,,,,,,,,,,3.64,3.7,3.75,3.59,3.54,3.8,3.54,,3.8,,3.95,3.64,3.95,3.54,3.8,3.54,,,,3.7,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,3.81,3.59,3.64,3.7,3.75,3.8,3.54,3.95,,,,,ciit/fa15-bse-2716/isb,bse,,3.72,96,68.38961039,3,,fbise,federal board,0.817142857,0.705454545,cs,30,0,1,0,6
Male,Punjab,Matric,911,1050,"BISE, Sargodha",FSC,342,550,Computer Science,"bise, sargodha",69,FA15,2015,2.24,,,,,2.24,,1.55,,1.26,2.24,,2.24,1.55,1.55,,1.26,,1.55,2.24,,,1.26,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26,,,0,,,,,,,,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24,1.55,1.26,0,,,,,,,,,ciit/fa15-bse-3698/isb,bse,,1.74,111,68.04891775,3,1,bise sargodha,punjab boards,0.867619048,0.621818182,cs,29,0,1,0,1
Male,Punjab,Matric,835,1050,"BISE, Multan",FSC,440,550,Pre Engineering,"bise, multan",67,FA15,2015,3.64,,,,,3.64,,3.52,,2.68,3.64,,3.64,3.52,3.52,3.52,2.68,,3.52,3.64,,3.15,2.68,3.7,3.15,2.88,3.7,3.15,3.7,,2.68,,,,,,,,,,,3.8,,,,,,,,,,,,3.7,,,,,,,,,3.55,,,2.88,3.55,,,,,,,,,,,,2.68,3.15,3.7,3.52,2.88,3.8,2.88,2.88,3.8,3.55,,2.68,3.55,2.88,3.8,,,,,3.15,3.8,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,3.64,3.52,2.68,3.15,,3.7,3.8,2.88,3.55,,,,ciit/fa15-bse-973/isb,bse,,3.36,96,73.45238095,3,,bise multan,punjab boards,0.795238095,0.8,preeng,26,2,1,0,5
Female,Punjab,Matric,816,1050,"FBISE, Islamabad",FSC,446,550,Pre Engineering,"fbise, islamabad",56,FA15,2015,2.69,,,,,2.69,,2.5,,2.62,2.69,,2.69,2.5,2.5,2.5,2.48,,2.5,2.69,,2.48,2.62,2.17,2.48,2.5,2.17,2.48,3.33,,2.62,2.17,,,,,,,,,,3.33,,,,,,,,,,,,2.17,,,,,,,,,3.22,,,3.22,3.22,,,,,,,,,,,,2.62,2.48,2.17,2.5,2.5,3.33,2.5,,3.33,,2.5,2.62,3.22,2.5,3.33,2.5,,,,2.48,3.33,,,,,,,,,,,,,,,,,,,,,,,,,,,2.69,2.5,2.62,2.48,2.17,3.33,2.5,3.22,,,,,ciit/fa15-bse-670/isb,bse,,2.75,96,68.20779221,3,,fbise,federal board,0.777142857,0.810909091,preeng,30,2,0,0,2
Male,Punjab,Matric,879,1050,"BISE, Bahawalpur",FSC,696,1100,Pre Engineering,"bise, bahawalpur",74,FA15,2015,0,,,,,0,,,,,0,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,ciit/fa15-bse-60/isb,bse,,0,96,70.68051948,3,,bise bahawalpur,punjab boards,0.837142857,0.632727273,preeng,21,2,1,0,0
Male,Islamabad Capital Territory,Matric,803,1050,"BISE, Rawalpindi",FSC,405,550,Computer Science,"bise, rawalpindi",66,FA15,2015,0,,,,,0,,,,,0,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,ciit/fa15-bse-2063/isb,bse,,0,111,70.1021645,3,,bise rawalpindi,punjab boards,0.764761905,0.736363636,cs,27,0,1,0,0
